learn of sth, ~에 대해 들어서 알다
by word of mouth, 입소문으로
root for sb/sth, ~을 응원하다/지지하다
come from behind, 역전하다
be one’s winning[losing] streak, 연승[연패] 행진을 하다
end in a tie[draw], 무승부로 끝나다
be crazy about sth, ~을 매우 좋아하다
win 3 to 1, 3대1로 이기다
ninth win[lose] in a row, 9연승[연패]
How long does it take to+do?,~하는 데 얼마나 걸려요?
hang in there, 참고 견디다/버텨내다
feel queasy, (속이) 메스껍다/울렁거리다
break in sth, (신발· 자동차를) 길들이다
be almost there, 거의 다 왔다
catch one’s breath, 한숨 돌리다
tie one’s shoes, 신발 끈을 매다
run into sb, ~를 우연히 만나다
sprain[twist] one’s ankle, 발목을 삐다
take one’s mind off sb/sth, (마음에서) ~을 떨쳐버리다
chicken out, (겁먹고) 물러서다
step backwards, 뒷걸음치다
pull oneself together, 마음을 잡다
Sorry to hear that, 안됐구나
have a big mouth, 입이 가볍다/말이 많다
give sb the cold shoulder, ~에게 차갑게 대하다
if you were in my shoes[place], 네가 내 입장이라면
be a pain in the neck, 골칫거리다/귀찮은 일이다
That’s why S+V, 그래서 ~하는구나
give it a (serious) thought, (신중히) 생각해 보다
tow-away zone, (불법주차) 견인지역
You have a minute?, 시간 좀 있어?
I can’t talk long, 통화 길게 못해요
ask sb for (one’s) advice, ~에게 조언을 구하다
free up some time, 시간을 좀 내다
on one’s day off, 쉬는 날에
have company, 손님이 있다
How about (if) S+V?,~하는 게 어때요?
be on a tight budget, (돈이) 부족하다
split the bill, (비용을) 나눠 내다
chip in, (돈을) 조금씩 걷다
Can I have a doggy bag?, (남은 음식) 싸 주실래요?
It’s one’s turn, ~의 차례다
Here you go, 여기 있어요
designated driver, 대리운전 기사
have a crush on sb, ~에게 반하다
work up the courage, 용기를 내다
be not much of a+명사, ~을 잘 못하다
be hard on sb, ~에게 심하게 대하다
Rumor has it (that) S+V, ~라는 소문이 있다
between you and me, 우리끼리 비밀인데
That’s the spirit!, 바로 그 정신이야!
keep one’s fingers crossed, 행운을 빌다
be all the rage, 인기가 있다/대유행이다
You don’t wanna+do, ~하지 않는 게 좋을 거야
play sb for a fool, ~를 바보 취급하다
You can’t miss it, 찾기 쉬워
No wonder S+V, 어쩐지 ~하다/~이 당연하다
answer one’s text, 문자에 답장하다
What’s the big deal?, 그게 뭐 대수야?
wake up with a stiff neck, 자고 나니 목이 뻐근하다
V+till sb drop,p ~을 실컷 하다
to top it off, 설상가상으로
party animal, 파티광
My gut feeling told me, 직감으로 알았지
Let’s make a toast, 건배하자
be on a medication, (약을) 복용 중이다
fall for sb/sth, ~에게 속다/~에게 반하다
ache all over, 온몸이 쑤시다
Bottoms up!, 원 샷!
take a day off, 하루 쉬다
be tied up, 바쁘다
Hope it works out, 잘 되길 바라
get into an accident, 사고를 당하다
put the blame on sb, ~의 탓으로 돌리다
be out of luck, 운이 없다
burst into tears, 울음을 터뜨리다
crash into sth, ~에 충돌하다
That was close, 큰일 날 뻔했다
make a profit, 수익을 내다
take out a loan, 대출을 받다
pay off a det, 빚을 갚다/청산하다
be in the same boat, 같은 처지이다
break even, 본전이다
have one’s own problems, 내 코가 석 자다
raise money, 돈을 마련하다
You can start from scratch, 처음부터 다시 시작할 수 있잖아
She was taken to the ER, 응급실에 실려 갔어
be in a coma, 혼수상태이다
be released from the hospital, (병원에서) 퇴원하다
be in stable condition ,안정된 상태이다
bring sth down, ~을 낮추다/떨어뜨리다
be hospitalized, (병원에) 입원하다
sell like hotcakes, 불티나게 팔리다
spread the word, 입소문을 내다
post sth on the site, ~을 인터넷에 올리다
put in a good word ,말을 잘 해주다
promote to the public, 대중에게 홍보하다
Thanks a million, 정말 고마워요
That means a lot to me, 나에게 큰 의미가 있다
be too much for sb, ~에게 벅차다
get the hang of sth, 요령이 생기다
get used to sth, ~에 익숙해지다
a matter of time, 시간문제
for starters, 우선은
Easier said than done, 말은 행동보다 쉽다
What did I miss?, 무슨 얘기 했어?
What do you take me for?, 날 뭘로 보는 거야?
get carried away, 흥분하다/자제력을 잃다
be made for each other, 천생연분이다
Give it to me straight, 솔직히 말해
I knew it!, 그럴 줄 알았어!
come out great, (사진이) 잘 나오다
look better than sth, ~보다 나아 보이다
change one’s mind, ~의 마음을 바꾸다
have a point, 일리가 있다/맞는 것 같다
camera-shy, 사진 찍히기 싫어하는
have confidence, 자신감을 갖다
on second thought, 다시 생각해 보니
give sb a discount, ~에게 할인해주다
sell sth at cost, 원가에 팔다/싸게 팔다
try sth on, ~을 입어 보다
sleep on sth, ~을 다시 생각해 보다
That’s a steal, 싸다/공짜나 다름없다
come down, 가격을 내리다
beat around the bush, 돌려 말하다
get to the point, 본론으로 들어가다
pull one’s weight, 역할을 다하다
drive sb crazy, ~를 미치게 하다
be beyond one’s ability, ~의 능력을 넘어서다
deserve+명사[to+do],~받을 만하다[자격이 있다]
Don’t start with that, 그 얘긴 꺼내지도 마
put in for sth, ~을 신청하다
It’s pouring, 비가 억수같이 와
send out for+음식, ~을 배달시키다
There is a good chance S+V, ~할 가능성이 높다
be cooped up (at/in+장소), (~에) 처박혀 있다/갇혀 있다
don’t feel like+(동)명사, ~하고 싶지 않다
There goes+명사, ~을 망쳤다/날 샜다
catch up on sth, (밀린 일을) 만회하다/보충하다
The last thing I wanna do is+do, 절대 ~하고 싶지 않다
bite off more than sb can chew, 분에 넘치는 일을 하다
can’t stand the sight of sb/sth, ~는 꼴도 보기 싫다
stressed out, 스트레스를 받은
fill in for sb, ~를 대신하다
Thanks for the tip, 알려 줘서 고마워
back up, (자동차가) 후진하다
get a parking ticket, 주차위반 딱지를 받다
make a big deal, 호들갑을 떨다/소란을 피우다
Would you mind+동명사?, ~해 주실래요?
That’s news to me, 금시초문이다
Keep your voice down, 목소리 낮춰
treat oneself to sth, 큰맘 먹고 ~을 사다
blow one’s top, 불같이 화를 내다
leave it to sb/sth, ~에게 맡기다
feel sorry for sb, ~를 불쌍히 생각하다
look sharp, (의상이) 멋지다
What kind of sb are you?, 무슨 ~가 그러냐?
Don’t tell a soul, 아무한테도 말하지 마
Life sucks!, 사는 게 뭔지!
get a lecture, 야단맞다
meet the deadline, 마감 시간을 지키다
let sb down, ~를 실망시키다
return for the favor, 보답하다
over+음식, ~을 먹으면서[마시면서]
get paid, 급여를 받다
treat sb to+식사, ~에게 식사를 대접하다
owe sb one, 빚지다/신세를 지다
Fill her up  please, 가득 넣어 주세요
run out of sth, ~이 떨어지다
make a left[right], 좌회전[우회전] 하다
have a long way to go, 갈 길이 멀다/아직 멀었다
get a car wash, (기계) 세차를 하다
While we’re at it, ~하는 김에
fill up the tank, (기름통을) 가득 채우다
be out of touch (with sb), (~와) 연락이 끊기다
be in the doghouse, 미움을 사다/찍히다
Let’s drop the subject, 그 얘긴 그만하자
put sth on one’s account, 외상으로 하다/장부에 달다
text sb, ~에게 문자를 보내다
Let’s dig in, (음식을) 먹자
The total comes to+금액, 총 얼마가 나오다
have a reservation under the name of, sb ~이름으로 예약하다
fill out sth, ~을 작성하다
give sb a wake-up call, ~에게 모닝콜을 해 주다
Can I have an extra sth?, ~하나 더 주실래요?
if possible, 가급적/가능하면
This is one’s first time, ~에게 처음이다
How many parties are ahead of me?, 제 앞에 대기자가 얼마나 돼요?
Do you want me to+do?,제가 ~해 드릴까요?
put sb on the waiting list, ~를 대기자 명단에 올리다
have a cough[stuffy nose], 기침을 하다[코가 막히다]
How long is the wait?, 얼마나 기다려야 하나요?
The way I see it, 내가 보기엔
Will that be all?, 그게 전부이신가요?
What can I get for you?, 뭘 드릴까요?
For here or to go?, 여기서 드세요· 가져가세요?
take it easy on sth/sb, ~을 조금만 넣다/ ~를 살살 대하다
pay by credit card, 신용카드로 계산하다
I’d like+음식, ~주세요
french fries, 감자튀김
Enjoy your meal, 맛있게 드세요
What do you say?, 네 생각은 어때?
Would you like sth?, ~하실래요[드릴까요]?
It’s all the same to me, 난 아무래도 괜찮아
stay out of trouble, 말썽을 피우지 않다
behave oneself, 점잖게 행동하다
sit in a booth, 칸막이 자리에 앉다
Hold the onions, 양파는 빼주세요
get a refund, 환불받다
be against sth, ~에 위배되다
exchange A for B, A와 B를 교환하다
be fed up with sth, ~에 질리다
I’m afraid S+V, 유감스럽게도 ~하다
All sales are final, 교환(환불) 불가
be sorry for the inconvenience, 불편 드려 죄송하다
come up with sth, ~을 생각해 내다
put one’s heads together, 머리를 맞대고 상의하다
give sb a big hand, ~에게 큰 박수를 보내다
ask for trouble, 화를 자초하다/괜한 짓 하다
Good job, 잘했어요/훌륭해요
bark up the wrong tree, 헛다리짚다
I’m sorry for your loss, 조의를 표합니다
have a mind of one’s own, 주관이 뚜렷하다
learn the hard way, 고생해서 배우다
make it big, 크게 성공하다
Let’s face it, 현실을 직시해
place an ad, 광고[공고]를 내다
lower one’s standards, 눈높이를 낮추다
have what it takes to+do,~할 자질을 갖추고 있다
more than ever, 그 어느 때보다 더
to say the least, 정말로/조금도 과장 없이
cut-throat, 경쟁이 치열한
I missed the boat, 기회를 놓쳤어
get a good grade, 좋은 성적을 받다
Don’t make me laugh, 웃기지 마/말도 안 돼
sth doesn’t put food on the table, ~가 밥 먹여 주지 않는다
There’s nothing like+(동)명사, ~만 한 것이 없다
Looking back, 돌이켜 보니
be on the dean’s list, 우등생 명단에 있다
the point is S+V, 요점은 ~이다
Don’t be a chicken!, 겁먹지 마!
go ahead with sth, ~을 추진하다
pull sth off, (어려운 일을) 해내다
meet (sb) halfway, 절반씩 양보하다
with one’s track record, ~의 전적을 봤을 때
All I’m saying is S+V ,내 말은 ~이라는 거야 
